2023-08-05,rosehill-gardens,9
2023-08-05,rosehill-gardens,8
2023-08-05,rosehill-gardens,7
2023-08-05,rosehill-gardens,6
2023-08-05,rosehill-gardens,5
2023-08-05,rosehill-gardens,4
2023-08-05,rosehill-gardens,3
2023-08-05,rosehill-gardens,2
2023-08-05,rosehill-gardens,10
2023-08-05,rosehill-gardens,1
2023-08-05,flemington,9
2023-08-05,flemington,8
2023-08-05,flemington,7
2023-08-05,flemington,6
2023-08-05,flemington,5
2023-08-05,flemington,4
2023-08-05,flemington,3
2023-08-05,flemington,2
2023-08-05,flemington,10
2023-08-05,flemington,1
2023-07-29,royal-randwick,9
2023-07-29,royal-randwick,8
2023-07-29,royal-randwick,7
2023-07-29,royal-randwick,6
2023-07-29,royal-randwick,5
2023-07-29,royal-randwick,4
2023-07-29,royal-randwick,3
2023-07-29,royal-randwick,2
2023-07-29,royal-randwick,10
2023-07-29,royal-randwick,1
2023-07-22,rosehill-gardens,9
2023-07-22,rosehill-gardens,8
2023-07-22,rosehill-gardens,7
2023-07-22,rosehill-gardens,6
2023-07-22,rosehill-gardens,5
2023-07-22,rosehill-gardens,4
2023-07-22,rosehill-gardens,3
2023-07-22,rosehill-gardens,2
2023-07-22,rosehill-gardens,10
2023-07-22,rosehill-gardens,1
2023-07-22,caulfield,9
2023-07-22,caulfield,8
2023-07-22,caulfield,7
2023-07-22,caulfield,6
2023-07-22,caulfield,5
2023-07-22,caulfield,4
2023-07-22,caulfield,3
2023-07-22,caulfield,2
2023-07-22,caulfield,1
2023-07-15,royal-randwick,9
2023-07-15,royal-randwick,8
2023-07-15,royal-randwick,7
2023-07-15,royal-randwick,6
2023-07-15,royal-randwick,5
2023-07-15,royal-randwick,4
2023-07-15,royal-randwick,3
2023-07-15,royal-randwick,2
2023-07-15,royal-randwick,10
2023-07-15,royal-randwick,1
2023-07-15,flemington,9
2023-07-15,flemington,8
2023-07-15,flemington,7
2023-07-15,flemington,6
2023-07-15,flemington,5
2023-07-15,flemington,4
2023-07-15,flemington,3
2023-07-15,flemington,2
2023-07-15,flemington,1
2023-07-08,royal-randwick,9
2023-07-08,royal-randwick,8
2023-07-08,royal-randwick,7
2023-07-08,royal-randwick,6
2023-07-08,royal-randwick,5
2023-07-08,royal-randwick,4
2023-07-08,royal-randwick,3
2023-07-08,royal-randwick,2
2023-07-08,royal-randwick,10
2023-07-08,royal-randwick,1
2023-07-08,caulfield,9
2023-07-08,caulfield,8
2023-07-08,caulfield,7
2023-07-08,caulfield,6
2023-07-08,caulfield,5
2023-07-08,caulfield,4
2023-07-08,caulfield,3
2023-07-08,caulfield,2
2023-07-08,caulfield,1
2023-07-01,rosehill-gardens,9
2023-07-01,rosehill-gardens,8
2023-07-01,rosehill-gardens,7
2023-07-01,rosehill-gardens,6
2023-07-01,rosehill-gardens,5
2023-07-01,rosehill-gardens,4
2023-07-01,rosehill-gardens,3
2023-07-01,rosehill-gardens,2
2023-07-01,rosehill-gardens,10
2023-07-01,rosehill-gardens,1
2023-07-01,flemington,9
2023-07-01,flemington,8
2023-07-01,flemington,7
2023-07-01,flemington,6
2023-07-01,flemington,5
2023-07-01,flemington,4
2023-07-01,flemington,3
2023-07-01,flemington,2
2023-07-01,flemington,1
2023-06-24,royal-randwick,9
2023-06-24,royal-randwick,8
2023-06-24,royal-randwick,7
2023-06-24,royal-randwick,6
2023-06-24,royal-randwick,5
2023-06-24,royal-randwick,4
2023-06-24,royal-randwick,3
2023-06-24,royal-randwick,2
2023-06-24,royal-randwick,10
2023-06-24,royal-randwick,1
2023-06-24,caulfield,9
2023-06-24,caulfield,8
2023-06-24,caulfield,7
2023-06-24,caulfield,6
2023-06-24,caulfield,5
2023-06-24,caulfield,4
2023-06-24,caulfield,3
2023-06-24,caulfield,2
2023-06-24,caulfield,1
2023-06-17,rosehill-gardens,9
2023-06-17,rosehill-gardens,8
2023-06-17,rosehill-gardens,7
2023-06-17,rosehill-gardens,6
2023-06-17,rosehill-gardens,5
2023-06-17,rosehill-gardens,4
2023-06-17,rosehill-gardens,3
2023-06-17,rosehill-gardens,2
2023-06-17,rosehill-gardens,10
2023-06-17,rosehill-gardens,1
2023-06-17,flemington,9
2023-06-17,flemington,8
2023-06-17,flemington,7
2023-06-17,flemington,6
2023-06-17,flemington,5
2023-06-17,flemington,4
2023-06-17,flemington,3
2023-06-17,flemington,2
2023-06-17,flemington,1
2023-06-10,royal-randwick,9
2023-06-10,royal-randwick,8
2023-06-10,royal-randwick,7
2023-06-10,royal-randwick,6
2023-06-10,royal-randwick,5
2023-06-10,royal-randwick,4
2023-06-10,royal-randwick,3
2023-06-10,royal-randwick,2
2023-06-10,royal-randwick,10
2023-06-10,royal-randwick,1
2023-06-03,rosehill-gardens,9
2023-06-03,rosehill-gardens,8
2023-06-03,rosehill-gardens,7
2023-06-03,rosehill-gardens,6
2023-06-03,rosehill-gardens,5
2023-06-03,rosehill-gardens,4
2023-06-03,rosehill-gardens,3
2023-06-03,rosehill-gardens,2
2023-06-03,rosehill-gardens,10
2023-06-03,rosehill-gardens,1
2023-06-03,flemington,9
2023-06-03,flemington,8
2023-06-03,flemington,7
2023-06-03,flemington,6
2023-06-03,flemington,5
2023-06-03,flemington,4
2023-06-03,flemington,3
2023-06-03,flemington,2
2023-06-03,flemington,1
2023-05-27,royal-randwick,9
2023-05-27,royal-randwick,8
2023-05-27,royal-randwick,7
2023-05-27,royal-randwick,6
2023-05-27,royal-randwick,5
2023-05-27,royal-randwick,4
2023-05-27,royal-randwick,3
2023-05-27,royal-randwick,2
2023-05-27,royal-randwick,10
2023-05-27,royal-randwick,1
2023-05-20,rosehill-gardens,9
2023-05-20,rosehill-gardens,8
2023-05-20,rosehill-gardens,7
2023-05-20,rosehill-gardens,6
2023-05-20,rosehill-gardens,5
2023-05-20,rosehill-gardens,4
2023-05-20,rosehill-gardens,3
2023-05-20,rosehill-gardens,2
2023-05-20,rosehill-gardens,10
2023-05-20,rosehill-gardens,1
2023-05-20,flemington,9
2023-05-20,flemington,8
2023-05-20,flemington,7
2023-05-20,flemington,6
2023-05-20,flemington,5
2023-05-20,flemington,4
2023-05-20,flemington,3
2023-05-20,flemington,2
2023-05-20,flemington,1
2023-05-13,flemington,9
2023-05-13,flemington,8
2023-05-13,flemington,7
2023-05-13,flemington,6
2023-05-13,flemington,5
2023-05-13,flemington,4
2023-05-13,flemington,3
2023-05-13,flemington,2
2023-05-13,flemington,1
2023-04-29,rosehill-gardens,9
2023-04-29,rosehill-gardens,8
2023-04-29,rosehill-gardens,7
2023-04-29,rosehill-gardens,6
2023-04-29,rosehill-gardens,5
2023-04-29,rosehill-gardens,4
2023-04-29,rosehill-gardens,3
2023-04-29,rosehill-gardens,2
2023-04-29,rosehill-gardens,10
2023-04-29,rosehill-gardens,1
2023-04-15,royal-randwick,9
2023-04-15,royal-randwick,8
2023-04-15,royal-randwick,7
2023-04-15,royal-randwick,6
2023-04-15,royal-randwick,5
2023-04-15,royal-randwick,4
2023-04-15,royal-randwick,3
2023-04-15,royal-randwick,2
2023-04-15,royal-randwick,10
2023-04-15,royal-randwick,1
2023-04-08,royal-randwick,9
2023-04-08,royal-randwick,8
2023-04-08,royal-randwick,7
2023-04-08,royal-randwick,6
2023-04-08,royal-randwick,5
2023-04-08,royal-randwick,4
2023-04-08,royal-randwick,3
2023-04-08,royal-randwick,2
2023-04-08,royal-randwick,10
2023-04-08,royal-randwick,1
2023-04-01,royal-randwick,9
2023-04-01,royal-randwick,8
2023-04-01,royal-randwick,7
2023-04-01,royal-randwick,6
2023-04-01,royal-randwick,5
2023-04-01,royal-randwick,4
2023-04-01,royal-randwick,3
2023-04-01,royal-randwick,2
2023-04-01,royal-randwick,10
2023-04-01,royal-randwick,1
2023-03-25,rosehill-gardens,9
2023-03-25,rosehill-gardens,8
2023-03-25,rosehill-gardens,7
2023-03-25,rosehill-gardens,6
2023-03-25,rosehill-gardens,5
2023-03-25,rosehill-gardens,4
2023-03-25,rosehill-gardens,3
2023-03-25,rosehill-gardens,2
2023-03-25,rosehill-gardens,10
2023-03-25,rosehill-gardens,1
2023-03-25,flemington,9
2023-03-25,flemington,8
2023-03-25,flemington,7
2023-03-25,flemington,6
2023-03-25,flemington,5
2023-03-25,flemington,4
2023-03-25,flemington,3
2023-03-25,flemington,2
2023-03-25,flemington,1
2023-03-18,rosehill-gardens,9
2023-03-18,rosehill-gardens,8
2023-03-18,rosehill-gardens,7
2023-03-18,rosehill-gardens,6
2023-03-18,rosehill-gardens,5
2023-03-18,rosehill-gardens,4
2023-03-18,rosehill-gardens,3
2023-03-18,rosehill-gardens,2
2023-03-18,rosehill-gardens,10
2023-03-18,rosehill-gardens,1
2023-03-11,rosehill-gardens,9
2023-03-11,rosehill-gardens,8
2023-03-11,rosehill-gardens,7
2023-03-11,rosehill-gardens,6
2023-03-11,rosehill-gardens,5
2023-03-11,rosehill-gardens,4
2023-03-11,rosehill-gardens,3
2023-03-11,rosehill-gardens,2
2023-03-11,rosehill-gardens,10
2023-03-11,rosehill-gardens,1
2023-03-11,flemington,9
2023-03-11,flemington,8
2023-03-11,flemington,7
2023-03-11,flemington,6
2023-03-11,flemington,5
2023-03-11,flemington,4
2023-03-11,flemington,3
2023-03-11,flemington,2
2023-03-11,flemington,1
2023-03-04,royal-randwick,9
2023-03-04,royal-randwick,8
2023-03-04,royal-randwick,7
2023-03-04,royal-randwick,6
2023-03-04,royal-randwick,5
2023-03-04,royal-randwick,4
2023-03-04,royal-randwick,3
2023-03-04,royal-randwick,2
2023-03-04,royal-randwick,10
2023-03-04,royal-randwick,1
2023-03-04,flemington,9
2023-03-04,flemington,8
2023-03-04,flemington,7
2023-03-04,flemington,6
2023-03-04,flemington,5
2023-03-04,flemington,4
2023-03-04,flemington,3
2023-03-04,flemington,2
2023-03-04,flemington,1
2023-02-25,royal-randwick,9
2023-02-25,royal-randwick,8
2023-02-25,royal-randwick,7
2023-02-25,royal-randwick,6
2023-02-25,royal-randwick,5
2023-02-25,royal-randwick,4
2023-02-25,royal-randwick,3
2023-02-25,royal-randwick,2
2023-02-25,royal-randwick,10
2023-02-25,royal-randwick,1
2023-02-18,rosehill-gardens,9
2023-02-18,rosehill-gardens,8
2023-02-18,rosehill-gardens,7
2023-02-18,rosehill-gardens,6
2023-02-18,rosehill-gardens,5
2023-02-18,rosehill-gardens,4
2023-02-18,rosehill-gardens,3
2023-02-18,rosehill-gardens,2
2023-02-18,rosehill-gardens,10
2023-02-18,rosehill-gardens,1
2023-02-18,flemington,9
2023-02-18,flemington,8
2023-02-18,flemington,7
2023-02-18,flemington,6
2023-02-18,flemington,5
2023-02-18,flemington,4
2023-02-18,flemington,3
2023-02-18,flemington,2
2023-02-18,flemington,1
2023-02-11,royal-randwick,9
2023-02-11,royal-randwick,8
2023-02-11,royal-randwick,7
2023-02-11,royal-randwick,6
2023-02-11,royal-randwick,5
2023-02-11,royal-randwick,4
2023-02-11,royal-randwick,3
2023-02-11,royal-randwick,2
2023-02-11,royal-randwick,10
2023-02-11,royal-randwick,1
2023-02-04,royal-randwick,9
2023-02-04,royal-randwick,8
2023-02-04,royal-randwick,7
2023-02-04,royal-randwick,6
2023-02-04,royal-randwick,5
2023-02-04,royal-randwick,4
2023-02-04,royal-randwick,3
2023-02-04,royal-randwick,2
2023-02-04,royal-randwick,10
2023-02-04,royal-randwick,1
2023-01-28,rosehill-gardens,9
2023-01-28,rosehill-gardens,8
2023-01-28,rosehill-gardens,7
2023-01-28,rosehill-gardens,6
2023-01-28,rosehill-gardens,5
2023-01-28,rosehill-gardens,4
2023-01-28,rosehill-gardens,3
2023-01-28,rosehill-gardens,2
2023-01-28,rosehill-gardens,10
2023-01-28,rosehill-gardens,1
2023-01-21,royal-randwick,9
2023-01-21,royal-randwick,8
2023-01-21,royal-randwick,7
2023-01-21,royal-randwick,6
2023-01-21,royal-randwick,5
2023-01-21,royal-randwick,4
2023-01-21,royal-randwick,3
2023-01-21,royal-randwick,2
2023-01-21,royal-randwick,10
2023-01-21,royal-randwick,1
2023-01-14,rosehill-gardens,9
2023-01-14,rosehill-gardens,8
2023-01-14,rosehill-gardens,7
2023-01-14,rosehill-gardens,6
2023-01-14,rosehill-gardens,5
2023-01-14,rosehill-gardens,4
2023-01-14,rosehill-gardens,3
2023-01-14,rosehill-gardens,2
2023-01-14,rosehill-gardens,10
2023-01-14,rosehill-gardens,1
2023-01-14,flemington,9
2023-01-14,flemington,8
2023-01-14,flemington,7
2023-01-14,flemington,6
2023-01-14,flemington,5
2023-01-14,flemington,4
2023-01-14,flemington,3
2023-01-14,flemington,2
2023-01-14,flemington,1
2023-01-07,rosehill-gardens,9
2023-01-07,rosehill-gardens,8
2023-01-07,rosehill-gardens,7
2023-01-07,rosehill-gardens,6
2023-01-07,rosehill-gardens,5
2023-01-07,rosehill-gardens,4
2023-01-07,rosehill-gardens,3
2023-01-07,rosehill-gardens,2
2023-01-07,rosehill-gardens,10
2023-01-07,rosehill-gardens,1
2023-01-01,flemington,8
2023-01-01,flemington,7
2023-01-01,flemington,6
2023-01-01,flemington,5
2023-01-01,flemington,4
2023-01-01,flemington,3
2023-01-01,flemington,2
2023-01-01,flemington,1
2022-12-31,royal-randwick,9
2022-12-31,royal-randwick,8
2022-12-31,royal-randwick,7
2022-12-31,royal-randwick,6
2022-12-31,royal-randwick,5
2022-12-31,royal-randwick,4
2022-12-31,royal-randwick,3
2022-12-31,royal-randwick,2
2022-12-31,royal-randwick,10
2022-12-31,royal-randwick,1
2022-12-26,royal-randwick,8
2022-12-26,royal-randwick,7
2022-12-26,royal-randwick,6
2022-12-26,royal-randwick,5
2022-12-26,royal-randwick,4
2022-12-26,royal-randwick,3
2022-12-26,royal-randwick,2
2022-12-26,royal-randwick,1
2022-12-24,royal-randwick,9
2022-12-24,royal-randwick,8
2022-12-24,royal-randwick,7
2022-12-24,royal-randwick,6
2022-12-24,royal-randwick,5
2022-12-24,royal-randwick,4
2022-12-24,royal-randwick,3
2022-12-24,royal-randwick,2
2022-12-24,royal-randwick,10
2022-12-24,royal-randwick,1
2022-12-17,royal-randwick,9
2022-12-17,royal-randwick,8
2022-12-17,royal-randwick,7
2022-12-17,royal-randwick,6
2022-12-17,royal-randwick,5
2022-12-17,royal-randwick,4
2022-12-17,royal-randwick,3
2022-12-17,royal-randwick,2
2022-12-17,royal-randwick,10
2022-12-17,royal-randwick,1
2022-12-17,flemington,9
2022-12-17,flemington,8
2022-12-17,flemington,7
2022-12-17,flemington,6
2022-12-17,flemington,5
2022-12-17,flemington,4
2022-12-17,flemington,3
2022-12-17,flemington,2
2022-12-17,flemington,1
2022-12-10,royal-randwick,9
2022-12-10,royal-randwick,8
2022-12-10,royal-randwick,7
2022-12-10,royal-randwick,6
2022-12-10,royal-randwick,5
2022-12-10,royal-randwick,4
2022-12-10,royal-randwick,3
2022-12-10,royal-randwick,2
2022-12-10,royal-randwick,10
2022-12-10,royal-randwick,1
2022-12-03,rosehill-gardens,9
2022-12-03,rosehill-gardens,8
2022-12-03,rosehill-gardens,7
2022-12-03,rosehill-gardens,6
2022-12-03,rosehill-gardens,5
2022-12-03,rosehill-gardens,4
2022-12-03,rosehill-gardens,3
2022-12-03,rosehill-gardens,2
2022-12-03,rosehill-gardens,10
2022-12-03,rosehill-gardens,1
2022-11-26,rosehill-gardens,9
2022-11-26,rosehill-gardens,8
2022-11-26,rosehill-gardens,7
2022-11-26,rosehill-gardens,6
2022-11-26,rosehill-gardens,5
2022-11-26,rosehill-gardens,4
2022-11-26,rosehill-gardens,3
2022-11-26,rosehill-gardens,2
2022-11-26,rosehill-gardens,10
2022-11-26,rosehill-gardens,1
2022-11-16,rosehill-gardens,7
2022-11-16,rosehill-gardens,6
2022-11-16,rosehill-gardens,5
2022-11-16,rosehill-gardens,4
2022-11-16,rosehill-gardens,3
2022-11-16,rosehill-gardens,2
2022-11-16,rosehill-gardens,1
2022-11-05,rosehill-gardens,9
2022-11-05,rosehill-gardens,8
2022-11-05,rosehill-gardens,7
2022-11-05,rosehill-gardens,6
2022-11-05,rosehill-gardens,5
2022-11-05,rosehill-gardens,4
2022-11-05,rosehill-gardens,3
2022-11-05,rosehill-gardens,2
2022-11-05,rosehill-gardens,10
2022-11-05,rosehill-gardens,1
2022-11-05,flemington,9
2022-11-05,flemington,8
2022-11-05,flemington,7
2022-11-05,flemington,6
2022-11-05,flemington,5
2022-11-05,flemington,4
2022-11-05,flemington,3
2022-11-05,flemington,2
2022-11-05,flemington,1
2022-11-03,flemington,9
2022-11-03,flemington,8
2022-11-03,flemington,7
2022-11-03,flemington,6
2022-11-03,flemington,5
2022-11-03,flemington,4
2022-11-03,flemington,3
2022-11-03,flemington,2
2022-11-03,flemington,1
2022-11-01,royal-randwick,9
2022-11-01,royal-randwick,8
2022-11-01,royal-randwick,7
2022-11-01,royal-randwick,6
2022-11-01,royal-randwick,5
2022-11-01,royal-randwick,4
2022-11-01,royal-randwick,3
2022-11-01,royal-randwick,2
2022-11-01,royal-randwick,10
2022-11-01,royal-randwick,1
2022-11-01,flemington,9
2022-11-01,flemington,8
2022-11-01,flemington,7
2022-11-01,flemington,6
2022-11-01,flemington,5
2022-11-01,flemington,4
2022-11-01,flemington,3
2022-11-01,flemington,2
2022-11-01,flemington,10
2022-11-01,flemington,1
2022-10-29,rosehill-gardens,9
2022-10-29,rosehill-gardens,8
2022-10-29,rosehill-gardens,7
2022-10-29,rosehill-gardens,6
2022-10-29,rosehill-gardens,5
2022-10-29,rosehill-gardens,4
2022-10-29,rosehill-gardens,3
2022-10-29,rosehill-gardens,2
2022-10-29,rosehill-gardens,10
2022-10-29,rosehill-gardens,1
2022-10-29,flemington,9
2022-10-29,flemington,8
2022-10-29,flemington,7
2022-10-29,flemington,6
2022-10-29,flemington,5
2022-10-29,flemington,4
2022-10-29,flemington,3
2022-10-29,flemington,2
2022-10-29,flemington,1
2022-10-22,royal-randwick,9
2022-10-22,royal-randwick,8
2022-10-22,royal-randwick,7
2022-10-22,royal-randwick,6
2022-10-22,royal-randwick,5
2022-10-22,royal-randwick,4
2022-10-22,royal-randwick,3
2022-10-22,royal-randwick,2
2022-10-22,royal-randwick,10
2022-10-22,royal-randwick,1
2022-10-15,royal-randwick,9
2022-10-15,royal-randwick,8
2022-10-15,royal-randwick,7
2022-10-15,royal-randwick,6
2022-10-15,royal-randwick,5
2022-10-15,royal-randwick,4
2022-10-15,royal-randwick,3
2022-10-15,royal-randwick,2
2022-10-15,royal-randwick,10
2022-10-15,royal-randwick,1
2022-10-15,caulfield,9
2022-10-15,caulfield,8
2022-10-15,caulfield,7
2022-10-15,caulfield,6
2022-10-15,caulfield,5
2022-10-15,caulfield,4
2022-10-15,caulfield,3
2022-10-15,caulfield,2
2022-10-15,caulfield,10
2022-10-15,caulfield,1
2022-10-12,caulfield,9
2022-10-12,caulfield,8
2022-10-12,caulfield,7
2022-10-12,caulfield,6
2022-10-12,caulfield,5
2022-10-12,caulfield,4
2022-10-12,caulfield,3
2022-10-12,caulfield,2
2022-10-12,caulfield,1
2022-10-08,royal-randwick,9
2022-10-08,royal-randwick,8
2022-10-08,royal-randwick,7
2022-10-08,royal-randwick,6
2022-10-08,royal-randwick,5
2022-10-08,royal-randwick,4
2022-10-08,royal-randwick,3
2022-10-08,royal-randwick,2
2022-10-08,royal-randwick,10
2022-10-08,royal-randwick,1
2022-10-08,caulfield,9
2022-10-08,caulfield,8
2022-10-08,caulfield,7
2022-10-08,caulfield,6
2022-10-08,caulfield,5
2022-10-08,caulfield,4
2022-10-08,caulfield,3
2022-10-08,caulfield,2
2022-10-08,caulfield,10
2022-10-08,caulfield,1
2022-10-01,royal-randwick,9
2022-10-01,royal-randwick,8
2022-10-01,royal-randwick,7
2022-10-01,royal-randwick,6
2022-10-01,royal-randwick,5
2022-10-01,royal-randwick,4
2022-10-01,royal-randwick,3
2022-10-01,royal-randwick,2
